NodeId,Degree,Closeness,Betweennes,EigenVector,NetworkConstraint,ClusteringCoefficient,PageRank,HubScore,AuthorityScore
100000041959544,31.000000,0.269394,2350.141869,0.016422,0.061991,0.363441,0.000460,0.016422,0.016422
100000269139760,26.000000,0.258781,16265.716976,0.007011,0.082334,0.301538,0.000521,0.007011,0.007011
100000615296266,28.000000,0.262448,4333.930891,0.004496,0.063219,0.235450,0.000493,0.004496,0.004496
100001730513032,7.000000,0.249136,341.566850,0.004777,0.161726,0.142857,0.000154,0.004777,0.004777
100001868629086,88.000000,0.292402,23927.784039,0.076194,0.025769,0.274556,0.001130,0.076194,0.076194
100000045086071,15.000000,0.250000,954.010227,0.005215,0.111033,0.514286,0.000268,0.005215,0.005215
100003646376628,8.000000,0.239472,11241.597563,0.002263,0.162630,0.285714,0.000228,0.002263,0.002263
100000048801288,35.000000,0.272254,7474.656017,0.005138,0.071693,0.452101,0.000577,0.005138,0.005138
100000090922183,50.000000,0.283001,34850.593707,0.007914,0.049044,0.285714,0.000892,0.007914,0.007914
100000293940410,69.000000,0.293884,10959.449087,0.061739,0.027039,0.239130,0.000880,0.061739,0.061739
100001416051815,28.000000,0.250823,4629.669864,0.001914,0.084517,0.510582,0.000484,0.001914,0.001914
100000052733059,13.000000,0.234812,787.302422,0.000799,0.133399,0.358974,0.000273,0.000799,0.000799
100001254475859,15.000000,0.248555,4030.102879,0.001601,0.093096,0.171429,0.000331,0.001601,0.001601
100009424352964,13.000000,0.255386,3239.573649,0.001448,0.121352,0.166667,0.000333,0.001448,0.001448
100000053336496,51.000000,0.290207,7747.286937,0.056308,0.032781,0.363137,0.000644,0.056307,0.056307
100000315722501,49.000000,0.284845,6245.124389,0.051500,0.033901,0.338435,0.000638,0.051500,0.051500
100001573112079,89.000000,0.299293,12597.947297,0.098376,0.024989,0.347293,0.001090,0.098376,0.098376
100001691137332,142.000000,0.321791,68272.792528,0.129351,0.016332,0.206073,0.001834,0.129350,0.129350
100004045250889,188.000000,0.325204,108737.991120,0.159405,0.013878,0.171749,0.002358,0.159405,0.159405
100004740425843,87.000000,0.302587,9152.094056,0.096376,0.023276,0.301256,0.001031,0.096376,0.096376
1236213770,33.000000,0.277379,444.923180,0.042272,0.047875,0.498106,0.000410,0.042271,0.042271
1677204758,37.000000,0.285058,9942.264645,0.033010,0.040949,0.322823,0.000523,0.033010,0.033010
789834599,27.000000,0.270021,1168.710774,0.024527,0.049879,0.256410,0.000381,0.024527,0.024527
100000053598868,31.000000,0.275545,1857.877849,0.020299,0.052957,0.303226,0.000429,0.020299,0.020299
100000169714905,96.000000,0.303724,11143.513099,0.104457,0.023147,0.312939,0.001156,0.104457,0.104457
100000054129122,20.000000,0.247586,2550.273842,0.002744,0.091687,0.378947,0.000380,0.002744,0.002744
100002893221927,10.000000,0.250988,4940.060655,0.003399,0.139864,0.466667,0.000223,0.003399,0.003399
1426472758,47.000000,0.284480,21452.170905,0.021516,0.039024,0.191489,0.000720,0.021516,0.021516
100004120505440,54.000000,0.295087,8171.137822,0.055574,0.032691,0.343117,0.000719,0.055574,0.055574
100008102116331,229.000000,0.340222,400639.532951,0.127972,0.008881,0.074159,0.003324,0.127972,0.127972
100000055501369,34.000000,0.276030,2609.756388,0.031300,0.046982,0.344029,0.000467,0.031300,0.031300
100003008712870,72.000000,0.294403,4743.825832,0.072858,0.026871,0.303208,0.000889,0.072858,0.072858
100003979920325,31.000000,0.275232,1119.329246,0.031093,0.050152,0.365591,0.000414,0.031093,0.031093
100006173590569,7.000000,0.255950,4804.190104,0.004077,0.157923,0.190476,0.000175,0.004077,0.004077
1367898882,126.000000,0.312039,29283.186348,0.116950,0.017947,0.218286,0.001586,0.116949,0.116949
100000079341337,14.000000,0.240769,1516.283298,0.001202,0.102830,0.208791,0.000298,0.001202,0.001202
100005413564155,14.000000,0.254169,2644.131536,0.004538,0.113006,0.263736,0.000291,0.004538,0.004538
100000096138617,56.000000,0.293658,10812.273961,0.048244,0.031949,0.290260,0.000738,0.048244,0.048244
100000046123384,74.000000,0.292306,15326.530704,0.062592,0.025682,0.241022,0.000959,0.062592,0.062592
100000068008135,55.000000,0.293852,23947.234363,0.056278,0.029883,0.264646,0.000741,0.056277,0.056277
100000824865230,46.000000,0.294014,2745.719152,0.051784,0.036628,0.404831,0.000579,0.051783,0.051783
100001633718155,58.000000,0.292146,4363.185078,0.062847,0.030494,0.352692,0.000715,0.062846,0.062846
100003348810563,22.000000,0.268526,4212.785273,0.006920,0.076502,0.268398,0.000387,0.006920,0.006920
1803190037,28.000000,0.266647,1190.212781,0.017187,0.062543,0.383598,0.000384,0.017187,0.017187
622900918,39.000000,0.277581,10654.219466,0.019596,0.045816,0.263158,0.000566,0.019596,0.019596
100000098882399,6.000000,0.243184,5667.606224,0.003118,0.191636,0.333333,0.000177,0.003118,0.003118
100000599135252,62.000000,0.293367,13670.235030,0.065269,0.029363,0.323638,0.000814,0.065269,0.065269
100000099508597,17.000000,0.252724,1569.140623,0.003909,0.097797,0.301471,0.000297,0.003909,0.003909
100000010334522,22.000000,0.267610,1662.838100,0.010925,0.060221,0.151515,0.000336,0.010925,0.010925
100001363868004,24.000000,0.274270,3839.224075,0.011846,0.076907,0.380435,0.000400,0.011846,0.011846
1823019902,38.000000,0.277293,8198.544752,0.018157,0.050259,0.283073,0.000548,0.018156,0.018156
100000099555850,25.000000,0.254971,2647.958244,0.003445,0.075708,0.383333,0.000426,0.003445,0.003445
100000250341689,43.000000,0.271533,14834.428789,0.008642,0.042770,0.173865,0.000729,0.008642,0.008642
100000549684676,31.000000,0.271285,7226.852787,0.011698,0.058776,0.292473,0.000498,0.011698,0.011698
100000100197935,27.000000,0.261727,5438.818031,0.003558,0.062655,0.273504,0.000468,0.003558,0.003558
100000232316889,52.000000,0.288980,24569.219775,0.018355,0.035622,0.187029,0.000846,0.018355,0.018355
100000648169972,22.000000,0.248532,254.436425,0.002661,0.101866,0.649351,0.000373,0.002661,0.002661
100003811213203,19.000000,0.244522,1936.995972,0.000899,0.097832,0.321637,0.000389,0.000899,0.000899
100000103784040,40.000000,0.279941,3431.073462,0.034020,0.040776,0.260256,0.000518,0.034020,0.034020
100000670242922,81.000000,0.302210,10164.484760,0.084660,0.025284,0.305247,0.000991,0.084660,0.084660
100000764202269,62.000000,0.292306,33176.189280,0.050752,0.029679,0.251719,0.000901,0.050751,0.050751
694752519,111.000000,0.311202,30199.552415,0.115279,0.020031,0.270762,0.001356,0.115279,0.115279
100000107068635,16.000000,0.237341,3033.039106,0.000741,0.127402,0.441667,0.000384,0.000741,0.000741
100004773308332,7.000000,0.193401,272.388816,0.000035,0.254345,0.333333,0.000250,0.000035,0.000035
100005310783436,13.000000,0.228124,237.887423,0.000597,0.179498,0.641026,0.000336,0.000597,0.000597
100000117251293,25.000000,0.260806,1906.752685,0.005924,0.072418,0.363333,0.000406,0.005924,0.005924
100000123925366,45.000000,0.280619,9428.502101,0.020457,0.045318,0.291919,0.000667,0.020457,0.020457
100000694255692,33.000000,0.266673,6833.388419,0.006354,0.060389,0.284091,0.000557,0.006354,0.006354
100005578870728,25.000000,0.256122,6067.646043,0.002662,0.086173,0.356667,0.000447,0.002662,0.002662
100000119235049,23.000000,0.242278,725.929485,0.001974,0.125751,0.735178,0.000397,0.001974,0.001974
100000310120958,37.000000,0.276430,14885.176301,0.011178,0.067135,0.345345,0.000595,0.011177,0.011177
100001773722148,37.000000,0.251509,11870.538274,0.002313,0.070175,0.354354,0.000672,0.002313,0.002313
100000123167989,8.000000,0.247632,74.268632,0.002226,0.196464,0.678571,0.000170,0.002226,0.002226
100007085520093,7.000000,0.238146,48.347735,0.001459,0.210060,0.571429,0.000157,0.001459,0.001459
100000324980792,22.000000,0.258882,1235.894975,0.004393,0.093615,0.519481,0.000366,0.004393,0.004393
100002923184803,50.000000,0.285180,23781.186603,0.011484,0.035628,0.177143,0.000805,0.011484,0.011484
100009877534004,23.000000,0.264978,14427.343545,0.007290,0.083312,0.280632,0.000473,0.007290,0.007290
100000124118710,5.000000,0.236478,337.713363,0.000420,0.256132,0.400000,0.000150,0.000420,0.000420
100002519498547,5.000000,0.234792,1247.401190,0.000471,0.246927,0.200000,0.000152,0.000471,0.000471
100004984540271,37.000000,0.288324,31995.087312,0.021129,0.043873,0.162162,0.000679,0.021129,0.021129
100000127587296,15.000000,0.231631,56.402816,0.001250,0.188384,0.828571,0.000277,0.001250,0.001250
100004420082626,16.000000,0.257930,1859.516878,0.002795,0.163212,0.658333,0.000296,0.002795,0.002795
100000128769990,4.000000,0.198364,10744.176476,0.000036,0.356611,0.166667,0.000291,0.000036,0.000036
100012325417721,6.000000,0.167683,8585.272954,0.000001,0.286073,0.133333,0.000568,0.000001,0.000001
100000134972007,17.000000,0.247839,5134.185039,0.000965,0.116697,0.382353,0.000368,0.000965,0.000965
100000848276102,30.000000,0.271230,22215.069230,0.012182,0.061702,0.340230,0.000483,0.012182,0.012182
100000139876836,11.000000,0.248857,5827.341357,0.002235,0.144459,0.327273,0.000336,0.002234,0.002234
100010332792637,8.000000,0.236877,8210.993697,0.001859,0.155244,0.035714,0.000319,0.001859,0.001859
100000160598680,18.000000,0.243740,5465.140161,0.001369,0.131883,0.457516,0.000418,0.001369,0.001369
100000234128789,37.000000,0.272032,23012.631491,0.007202,0.061647,0.286787,0.000684,0.007202,0.007202
100006404561826,26.000000,0.273006,6460.938431,0.019210,0.071516,0.341538,0.000436,0.019210,0.019210
100007970406419,26.000000,0.261240,10881.027924,0.008804,0.077735,0.240000,0.000516,0.008804,0.008804
100000165236655,6.000000,0.208425,498.968267,0.000063,0.248807,0.333333,0.000191,0.000063,0.000063
100000272198201,19.000000,0.249556,7151.940503,0.001863,0.098082,0.251462,0.000442,0.001862,0.001862
100000169980976,13.000000,0.237849,3830.628575,0.001373,0.133765,0.269231,0.000352,0.001373,0.001373
100004052421825,7.000000,0.223854,196.189417,0.000167,0.200090,0.428571,0.000190,0.000167,0.000167
100000173475800,17.000000,0.244097,2480.513557,0.002541,0.108878,0.397059,0.000322,0.002541,0.002541
100005879323306,14.000000,0.240769,413.105806,0.002787,0.135385,0.560440,0.000274,0.002787,0.002787
100000177215909,4.000000,0.227676,7072.794069,0.000478,0.315510,0.166667,0.000203,0.000478,0.000478
100005832966139,25.000000,0.281329,15357.137032,0.021652,0.056973,0.340000,0.000431,0.021652,0.021652
100000181088251,14.000000,0.256739,10983.620392,0.003123,0.127072,0.230769,0.000376,0.003123,0.003123
100000234239334,19.000000,0.263538,12802.942160,0.005184,0.083174,0.198830,0.000480,0.005184,0.005184
100003659786678,18.000000,0.269041,2278.271977,0.009018,0.071658,0.156863,0.000302,0.009018,0.009018
100000187692571,56.000000,0.280737,60987.210328,0.008564,0.042692,0.232468,0.001071,0.008564,0.008564
100000548249070,37.000000,0.261959,10662.804437,0.006095,0.068837,0.384384,0.000657,0.006095,0.006095
100001836301192,8.000000,0.247311,17747.285581,0.003544,0.143416,0.250000,0.000324,0.003544,0.003544
100003822010320,35.000000,0.253060,4666.533380,0.003343,0.080419,0.477311,0.000643,0.003343,0.003343
100004335152838,6.000000,0.225826,5981.627339,0.000162,0.220973,0.066667,0.000339,0.000162,0.000162
100006080103264,19.000000,0.237828,274.230216,0.001389,0.125080,0.742690,0.000370,0.001389,0.001389
100000192527274,25.000000,0.273454,6037.031527,0.009771,0.076573,0.366667,0.000421,0.009771,0.009771
100000885900187,62.000000,0.280885,11811.531618,0.062165,0.035174,0.407721,0.000775,0.062166,0.062166
100001829837278,9.000000,0.246739,88.890446,0.003349,0.164637,0.611111,0.000179,0.003349,0.003349
100002809759829,25.000000,0.266620,7531.314671,0.006450,0.061047,0.206667,0.000472,0.006450,0.006450
100000196359201,16.000000,0.263199,17065.150570,0.002926,0.136465,0.400000,0.000405,0.002926,0.002926
100003025484253,14.000000,0.228593,3576.855561,0.000254,0.196944,0.703297,0.000362,0.000254,0.000254
100003271101232,38.000000,0.287268,42785.322127,0.022799,0.042423,0.165007,0.000677,0.022799,0.022799
100004778408711,10.000000,0.216900,342.686727,0.000213,0.253196,0.733333,0.000299,0.000213,0.000213
100000200223167,25.000000,0.263096,7376.568510,0.007609,0.069117,0.220000,0.000496,0.007609,0.007609
1062255087,25.000000,0.274694,3202.439801,0.017100,0.071515,0.386667,0.000368,0.017100,0.017100
100000202459402,26.000000,0.247196,1236.299137,0.002037,0.103064,0.578462,0.000451,0.002037,0.002037
100002947482406,20.000000,0.231651,1195.509077,0.000440,0.118297,0.626316,0.000390,0.000440,0.000440
1305207115,37.000000,0.268121,6493.592017,0.002603,0.066890,0.414414,0.000621,0.002603,0.002603
100000203078244,18.000000,0.269912,662.144871,0.009275,0.109648,0.503268,0.000292,0.009275,0.009275
100000262278931,14.000000,0.250493,174.230039,0.006897,0.125516,0.538462,0.000233,0.006897,0.006897
100000204470448,17.000000,0.261727,1273.668636,0.005270,0.102505,0.455882,0.000277,0.005270,0.005270
100000250224202,22.000000,0.261804,1217.259511,0.008313,0.079008,0.367965,0.000347,0.008313,0.008313
100000354082073,33.000000,0.268797,6535.217825,0.007760,0.056565,0.259470,0.000521,0.007760,0.007760
100003941875984,31.000000,0.276430,2214.540072,0.016248,0.066363,0.408602,0.000443,0.016248,0.016248
100012075943040,11.000000,0.267771,3991.583554,0.007958,0.100844,0.163636,0.000214,0.007958,0.007958
1782040169,18.000000,0.258832,99.579696,0.008583,0.106738,0.666667,0.000268,0.008583,0.008583
710822353,40.000000,0.283301,1962.507853,0.032106,0.049570,0.378205,0.000519,0.032106,0.032106
100000210462111,21.000000,0.255044,1419.801103,0.005381,0.118834,0.495238,0.000356,0.005381,0.005381
100000376045186,18.000000,0.244994,1420.715873,0.002411,0.138128,0.529412,0.000326,0.002411,0.002411
100001833134540,17.000000,0.231812,112.256724,0.001334,0.168142,0.727941,0.000313,0.001334,0.001334
100000211010346,27.000000,0.268715,2808.143397,0.008451,0.062050,0.299145,0.000434,0.008451,0.008451
664494548,41.000000,0.286097,9568.790762,0.019156,0.039503,0.223171,0.000630,0.019155,0.019155
100000213738171,13.000000,0.228907,817.814646,0.000261,0.124568,0.320513,0.000280,0.000261,0.000261
100000075013623,21.000000,0.234544,263.197047,0.001073,0.109305,0.552381,0.000371,0.001073,0.001073
100002219134105,14.000000,0.228456,910.789773,0.000425,0.158104,0.692308,0.000292,0.000425,0.000425
100000217911421,34.000000,0.276402,1152.123974,0.022892,0.062320,0.431373,0.000454,0.022892,0.022892
100002846124320,25.000000,0.274439,4073.768872,0.011976,0.075916,0.420000,0.000391,0.011976,0.011976
100006908970316,55.000000,0.288324,6897.250488,0.049425,0.034471,0.308418,0.000715,0.049425,0.049425
715992043,23.000000,0.268175,849.741998,0.010598,0.080554,0.462451,0.000340,0.010598,0.010598
100000218796851,11.000000,0.251746,7265.473108,0.002287,0.104234,0.090909,0.000257,0.002287,0.002287
100002771596849,6.000000,0.211064,6052.695165,0.000069,0.204914,0.066667,0.000270,0.000069,0.000069
100000219733236,4.000000,0.227890,91.395425,0.000312,0.292643,0.166667,0.000118,0.000312,0.000312
100002999496672,9.000000,0.255460,2600.525763,0.001930,0.144164,0.194444,0.000222,0.001930,0.001930
100000220754460,4.000000,0.211381,13.220572,0.000073,0.400826,0.666667,0.000154,0.000073,0.000073
1845490942,7.000000,0.214200,666.598312,0.000079,0.292511,0.476190,0.000261,0.000079,0.000079
100000221206825,20.000000,0.274073,7781.543115,0.014379,0.066772,0.236842,0.000326,0.014379,0.014379
100004228814054,71.000000,0.299933,44642.086717,0.044504,0.027076,0.177867,0.001011,0.044504,0.044504
1085899348,26.000000,0.263850,3032.432777,0.008029,0.076086,0.443077,0.000388,0.008029,0.008029
1127739083,30.000000,0.276001,1234.897281,0.018826,0.063661,0.377011,0.000425,0.018826,0.018826
1402278663,40.000000,0.284571,36921.922442,0.034417,0.039410,0.273077,0.000568,0.034417,0.034417
100000224361341,12.000000,0.236101,269.867955,0.001819,0.181966,0.651515,0.000256,0.001819,0.001819
100005459702979,10.000000,0.241270,113.349618,0.002070,0.200195,0.688889,0.000213,0.002070,0.002070
100000227384460,19.000000,0.252964,143.535745,0.005825,0.110794,0.725146,0.000290,0.005825,0.005825
100001173524533,34.000000,0.278276,4892.346353,0.015845,0.057699,0.336898,0.000510,0.015845,0.015845
1476971575,21.000000,0.255950,835.563406,0.006232,0.093631,0.600000,0.000316,0.006232,0.006232
100000229977476,16.000000,0.262036,144.689413,0.014290,0.085788,0.391667,0.000233,0.014290,0.014290
100004786413704,62.000000,0.294761,2380.240647,0.076153,0.030982,0.411423,0.000742,0.076152,0.076152
1138759980,21.000000,0.267879,637.196947,0.009666,0.083124,0.442857,0.000312,0.009666,0.009666
100003719833346,82.000000,0.300236,68367.986290,0.064709,0.022603,0.169828,0.001266,0.064709,0.064709
100003764204906,12.000000,0.264190,25240.624704,0.003795,0.130509,0.333333,0.000316,0.003795,0.003795
100006679090330,102.000000,0.314913,108305.849184,0.085212,0.018647,0.189866,0.001517,0.085212,0.085212
100006718741953,24.000000,0.275630,14514.428187,0.013511,0.058610,0.152174,0.000444,0.013511,0.013511
100000028695850,18.000000,0.231290,2397.430985,0.000276,0.119533,0.392157,0.000411,0.000276,0.000276
100000582933150,8.000000,0.226651,327.657503,0.000293,0.175277,0.392857,0.000189,0.000293,0.000293
100001288155727,18.000000,0.233701,415.272618,0.001090,0.131455,0.686275,0.000324,0.001090,0.001090
1850799787,28.000000,0.283181,11738.708688,0.010765,0.073756,0.362434,0.000462,0.010765,0.010765
100000248825556,30.000000,0.245942,26842.123860,0.000373,0.049221,0.073563,0.000787,0.000373,0.000373
100001810820522,10.000000,0.217821,24491.016362,0.000054,0.176133,0.266667,0.000421,0.000054,0.000054
100002476358986,22.000000,0.248880,6482.696717,0.001164,0.073122,0.216450,0.000450,0.001164,0.001164
100000250716730,6.000000,0.234050,2370.839921,0.000180,0.176089,0.000000,0.000161,0.000180,0.000180
100000022047784,36.000000,0.252988,8008.146702,0.003153,0.073517,0.395238,0.000684,0.003153,0.003153
100000255324255,17.000000,0.249322,44268.255057,0.002173,0.121422,0.345588,0.000436,0.002173,0.002173
100005524204516,4.000000,0.217874,848.554173,0.000125,0.287458,0.166667,0.000153,0.000125,0.000125
1808358654,12.000000,0.229439,369.263575,0.000566,0.196893,0.696970,0.000279,0.000566,0.000566
100000258060120,6.000000,0.209571,2271.539475,0.000044,0.315901,0.333333,0.000241,0.000044,0.000044
100001734662816,4.000000,0.192147,12.760697,0.000007,0.526477,0.833333,0.000176,0.000007,0.000007
100000265181679,44.000000,0.265136,21220.463200,0.003203,0.053920,0.275899,0.000749,0.003203,0.003203
100000844357908,26.000000,0.268661,2534.064988,0.004454,0.093376,0.600000,0.000428,0.004454,0.004454
100001772868064,18.000000,0.232520,1177.164015,0.000407,0.120085,0.633987,0.000351,0.000407,0.000407
100000988603364,17.000000,0.269585,5010.497759,0.004870,0.117154,0.419118,0.000361,0.004870,0.004870
100002780098092,33.000000,0.272365,4385.825429,0.020483,0.060098,0.407197,0.000492,0.020482,0.020482
100002847136806,45.000000,0.272839,6691.934438,0.018674,0.045725,0.304040,0.000619,0.018674,0.018674
100000270669943,36.000000,0.282461,11515.574225,0.011526,0.045765,0.141270,0.000626,0.011526,0.011526
100001349772848,18.000000,0.249392,1090.490385,0.001763,0.109396,0.490196,0.000341,0.001763,0.001763
1182456045,14.000000,0.241161,1253.483697,0.002025,0.115814,0.340659,0.000295,0.002025,0.002025
100000271197409,6.000000,0.234338,18529.913669,0.001116,0.224813,0.066667,0.000309,0.001116,0.001116
100006734558307,4.000000,0.229321,2380.510505,0.000358,0.280211,0.000000,0.000176,0.000358,0.000358
100000271264884,18.000000,0.230331,3525.755606,0.000257,0.088937,0.156863,0.000477,0.000257,0.000257
1277751772,12.000000,0.233293,871.069594,0.000646,0.139432,0.242424,0.000294,0.000646,0.000646
100000273746188,5.000000,0.228261,3182.114072,0.001074,0.452232,0.600000,0.000203,0.001074,0.001074
100003232522833,6.000000,0.218410,1591.695815,0.000440,0.354495,0.400000,0.000251,0.000440,0.000440
100000278045697,15.000000,0.225979,332.257452,0.000644,0.183971,0.771429,0.000288,0.000644,0.000644
100000278194305,78.000000,0.294924,34089.317972,0.055077,0.024190,0.175491,0.001091,0.055077,0.055077
100000879117007,6.000000,0.238125,1483.626666,0.001065,0.178929,0.000000,0.000166,0.001065,0.001065
100001414571136,24.000000,0.262371,1023.411184,0.008641,0.091206,0.597826,0.000353,0.008641,0.008641
100001754667774,74.000000,0.299058,42941.035125,0.067309,0.027871,0.247686,0.001070,0.067309,0.067309
1292635573,66.000000,0.298189,37606.835190,0.064224,0.025549,0.243357,0.000976,0.064224,0.064224
100000285377313,73.000000,0.296630,35697.918947,0.052707,0.022864,0.157534,0.001013,0.052707,0.052707
100000287409843,12.000000,0.239623,1911.603349,0.001105,0.111334,0.151515,0.000270,0.001105,0.001105
100000346915231,67.000000,0.294924,21189.385254,0.054968,0.027323,0.208051,0.000925,0.054968,0.054968
100003049895037,70.000000,0.295120,50314.423093,0.034616,0.025700,0.168116,0.001014,0.034615,0.034615
100003548162136,48.000000,0.281894,2446.340046,0.053045,0.035390,0.356383,0.000593,0.053045,0.053045
100000293285166,23.000000,0.264846,14518.151174,0.009032,0.065272,0.146245,0.000543,0.009032,0.009032
100006142093307,26.000000,0.254291,4455.724940,0.003488,0.092741,0.320000,0.000552,0.003488,0.003488
100000485599544,28.000000,0.276688,2583.542926,0.020475,0.052590,0.309524,0.000409,0.020475,0.020475
100001285152548,50.000000,0.287858,14935.689949,0.043364,0.035488,0.279184,0.000670,0.043364,0.043364
100003185602899,93.000000,0.294338,24202.285608,0.077420,0.022821,0.216456,0.001182,0.077420,0.077420
100006278795009,78.000000,0.295545,7077.337833,0.084082,0.030466,0.392940,0.000922,0.084082,0.084082
100014374898994,10.000000,0.252820,103.639607,0.005206,0.138908,0.555556,0.000175,0.005206,0.005206
100000298620060,20.000000,0.250965,11776.893824,0.000912,0.146155,0.510526,0.000475,0.000912,0.000912
100001376983295,13.000000,0.241357,3556.974130,0.000469,0.197916,0.743590,0.000312,0.000469,0.000469
100000298947997,20.000000,0.279618,15550.479682,0.009083,0.061664,0.100000,0.000387,0.009083,0.009083
100001828513547,15.000000,0.247128,1946.464623,0.002410,0.113029,0.400000,0.000307,0.002410,0.002410
100003175089870,8.000000,0.262500,2544.851757,0.006489,0.138047,0.285714,0.000171,0.006489,0.006489
100000300042544,13.000000,0.209406,2928.053952,0.000070,0.176388,0.294872,0.000509,0.000070,0.000070
100001621633465,2.000000,0.180740,0.000000,0.000006,0.624260,1.000000,0.000107,0.000006,0.000006
100003332490365,8.000000,0.224968,7362.413554,0.001144,0.222980,0.321429,0.000331,0.001144,0.001144
1830865278,9.000000,0.208392,1082.041463,0.000068,0.227714,0.361111,0.000337,0.000068,0.000068
100000309985291,24.000000,0.261676,423.022200,0.008058,0.091422,0.608696,0.000349,0.008058,0.008058
100000312938542,3.000000,0.211298,0.000000,0.000094,0.564321,1.000000,0.000135,0.000094,0.000094
100008666224295,13.000000,0.248903,39887.030342,0.003217,0.145392,0.166667,0.000390,0.003217,0.003217
100000318933488,9.000000,0.240487,207.647899,0.001536,0.182299,0.611111,0.000190,0.001536,0.001536
100002120023845,21.000000,0.262707,1038.602913,0.006984,0.089350,0.323810,0.000361,0.006984,0.006984
100000324235724,20.000000,0.248973,1552.346418,0.002160,0.095369,0.421053,0.000376,0.002160,0.002160
100003058308626,38.000000,0.271533,8637.634073,0.011356,0.050639,0.274538,0.000587,0.011356,0.011356
1833350718,18.000000,0.258706,2410.214749,0.004893,0.088693,0.267974,0.000336,0.004893,0.004893
680401161,16.000000,0.250705,3605.825249,0.003322,0.103027,0.433333,0.000291,0.003322,0.003322
100001580705077,32.000000,0.258882,11808.814123,0.003336,0.068152,0.352823,0.000641,0.003336,0.003336
100000325108805,25.000000,0.232946,832.665385,0.000630,0.104441,0.586667,0.000466,0.000630,0.000630
100000399230338,27.000000,0.243717,3775.401290,0.000948,0.075420,0.316239,0.000494,0.000948,0.000948
100003033021688,23.000000,0.228241,195.657229,0.000517,0.126580,0.806324,0.000436,0.000517,0.000517
100000326724673,18.000000,0.259058,1709.731329,0.008732,0.090331,0.398693,0.000304,0.008732,0.008732
100000338322692,150.000000,0.312551,29863.840477,0.150110,0.017126,0.232304,0.001740,0.150110,0.150110
100000224492152,60.000000,0.278596,4592.926854,0.069179,0.041212,0.570621,0.000701,0.069180,0.069180
100000282534359,59.000000,0.283693,10927.316180,0.069696,0.039428,0.523086,0.000698,0.069697,0.069697
100000621537933,27.000000,0.268310,691.977336,0.031357,0.060866,0.598291,0.000345,0.031358,0.031358
