#Network: ../as20graph.txt
#Nodes: 6474	Edges: 26467
#NodeId	Degree	Closeness	Betweennes	EigenVector	NetworkConstraint	ClusteringCoefficient	PageRank	HubScore	AuthorityScore
3479	4.000000	0.327946	5084.202699	0.014917	0.191913	0.333333	0.000141	0.014935	0.014896
3491	34.000000	0.369548	56382.968781	0.041432	0.047340	0.142602	0.000992	0.041457	0.041402
3495	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
3527	2.000000	0.294616	667.368578	0.003548	0.504821	0.000000	0.000078	0.003550	0.003546
3549	141.000000	0.382204	440822.551846	0.062583	0.017127	0.018602	0.004413	0.062597	0.062567
3561	692.000000	0.430271	3442607.675660	0.241838	0.019644	0.004887	0.022364	0.241654	0.242054
3578	4.000000	0.327101	322.090189	0.015067	0.195375	0.333333	0.000134	0.015085	0.015046
3614	6.000000	0.356482	210.698992	0.030564	0.170547	0.933333	0.000189	0.030596	0.030527
3703	6.000000	0.351507	48.122363	0.025438	0.174571	0.933333	0.000186	0.025462	0.025409
3720	9.000000	0.313888	1677.911550	0.012997	0.136076	0.571429	0.000265	0.012999	0.012994
3737	11.000000	0.320255	4283.237544	0.015096	0.109130	0.177778	0.000341	0.015104	0.015086
3749	4.000000	0.311531	127.510351	0.009631	0.244124	0.666667	0.000136	0.009639	0.009622
3796	3.000000	0.295113	738.071786	0.004708	0.343917	0.000000	0.000105	0.004709	0.004705
3847	14.000000	0.354258	16404.393108	0.032035	0.081908	0.397436	0.000423	0.032060	0.032006
3900	7.000000	0.344492	425.330877	0.025874	0.134633	0.800000	0.000212	0.025899	0.025844
3914	19.000000	0.362552	16232.221404	0.037096	0.079028	0.235294	0.000563	0.037126	0.037060
3932	11.000000	0.357782	6166.133787	0.031166	0.093072	0.622222	0.000313	0.031190	0.031137
3967	69.000000	0.368853	184633.087260	0.045314	0.025799	0.031117	0.002165	0.045340	0.045284
4000	50.000000	0.347880	369974.064478	0.023142	0.024520	0.045918	0.001601	0.023150	0.023133
4006	18.000000	0.369759	17184.556063	0.042087	0.072031	0.424837	0.000528	0.042119	0.042050
4010	4.000000	0.296342	172.758026	0.006327	0.191778	0.666667	0.000134	0.006330	0.006324
4200	63.000000	0.371286	124509.775379	0.051464	0.038012	0.059908	0.001917	0.051484	0.051440
4247	1.000000	0.291932	0.000000	0.003301	1.002639	0.000000	0.000049	0.003303	0.003298
4257	5.000000	0.328946	2779.376949	0.015883	0.169241	0.500000	0.000166	0.015901	0.015863
4278	5.000000	0.337910	972.621954	0.021111	0.171201	0.500000	0.000168	0.021135	0.021082
4355	10.000000	0.346576	3579.157682	0.028276	0.102354	0.555556	0.000306	0.028300	0.028248
4436	13.000000	0.356149	10408.614124	0.029959	0.109092	0.397436	0.000399	0.029981	0.029932
4454	6.000000	0.292037	381.772962	0.004367	0.232596	0.000000	0.000220	0.004367	0.004366
4527	6.000000	0.310039	1552.062071	0.010783	0.144069	0.600000	0.000177	0.010786	0.010780
4544	12.000000	0.364656	12868.124105	0.037382	0.096832	0.575758	0.000363	0.037414	0.037345
4550	16.000000	0.333746	22143.690062	0.019642	0.083901	0.133333	0.000508	0.019655	0.019628
4565	48.000000	0.377061	150436.285016	0.046641	0.037789	0.075355	0.001500	0.046666	0.046612
4574	4.000000	0.341511	0.000000	0.020137	0.189105	1.000000	0.000134	0.020160	0.020111
4583	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
4648	13.000000	0.339826	64280.265687	0.021157	0.074050	0.045455	0.000556	0.021182	0.021129
4911	5.000000	0.329230	2378.747364	0.016775	0.221967	0.300000	0.000174	0.016794	0.016752
4957	4.000000	0.296085	145.150380	0.005001	0.197268	0.333333	0.000130	0.005002	0.004999
4963	1.000000	0.291932	0.000000	0.003301	1.002639	0.000000	0.000049	0.003303	0.003298
5000	17.000000	0.362532	21296.695953	0.035791	0.064047	0.441667	0.000493	0.035814	0.035763
5006	33.000000	0.355757	90838.295230	0.032034	0.045656	0.049242	0.001164	0.032062	0.032001
5390	11.000000	0.347600	17370.453698	0.019648	0.095860	0.355556	0.000303	0.019667	0.019625
5413	52.000000	0.333265	149549.211927	0.017405	0.033747	0.081448	0.001437	0.017404	0.017406
5462	16.000000	0.351660	32473.259348	0.024954	0.072593	0.247619	0.000452	0.024972	0.024932
5646	63.000000	0.352234	187816.360298	0.034616	0.025019	0.029614	0.002043	0.034639	0.034589
5650	73.000000	0.351755	174005.327221	0.038845	0.029952	0.023212	0.002436	0.038860	0.038826
5662	4.000000	0.342704	0.000000	0.023652	0.253394	1.000000	0.000133	0.023678	0.023621
5684	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
5691	1.000000	0.291932	0.000000	0.003301	1.002639	0.000000	0.000049	0.003303	0.003298
5693	6.000000	0.331524	4376.363074	0.016739	0.203971	0.200000	0.000204	0.016758	0.016717
5696	94.000000	0.358635	246767.265771	0.042885	0.020424	0.025166	0.003057	0.042890	0.042879
5723	3.000000	0.294642	1019.310434	0.003594	0.363548	0.000000	0.000113	0.003596	0.003591
5727	23.000000	0.345798	73631.076274	0.025156	0.053150	0.079051	0.000737	0.025174	0.025134
5736	2.000000	0.313356	0.000000	0.008458	0.503218	1.000000	0.000077	0.008465	0.008450
5737	10.000000	0.339968	14268.767216	0.023145	0.133751	0.177778	0.000341	0.023170	0.023115
5760	3.000000	0.341511	0.000000	0.019708	0.336187	1.000000	0.000106	0.019731	0.019681
5779	7.000000	0.358000	0.000000	0.032324	0.149079	1.000000	0.000214	0.032355	0.032286
5790	2.000000	0.313356	0.000000	0.008458	0.503218	1.000000	0.000077	0.008465	0.008450
6070	4.000000	0.311922	1041.269517	0.009875	0.190248	0.333333	0.000135	0.009883	0.009866
6073	3.000000	0.311262	0.000000	0.009493	0.223630	1.000000	0.000107	0.009501	0.009484
6113	17.000000	0.363754	10592.656750	0.038284	0.088007	0.404412	0.000499	0.038312	0.038252
6139	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
6150	1.000000	0.291932	0.000000	0.003301	1.002639	0.000000	0.000049	0.003303	0.003298
6172	50.000000	0.367033	133134.454388	0.043358	0.031095	0.053571	0.001641	0.043386	0.043325
6201	6.000000	0.353426	2926.017326	0.025151	0.171138	0.666667	0.000189	0.025177	0.025120
6221	5.000000	0.316312	1221.633791	0.010091	0.214315	0.300000	0.000161	0.010097	0.010084
6227	4.000000	0.327134	1722.021310	0.014687	0.282333	0.166667	0.000147	0.014705	0.014665
6245	5.000000	0.342505	0.000000	0.023974	0.207458	1.000000	0.000156	0.023998	0.023945
6261	7.000000	0.338192	1570.148006	0.022177	0.157760	0.714286	0.000207	0.022196	0.022155
6300	3.000000	0.327068	0.000000	0.014868	0.223408	1.000000	0.000109	0.014886	0.014846
6301	3.000000	0.334384	0.000000	0.017662	0.336804	1.000000	0.000106	0.017682	0.017638
6316	6.000000	0.332017	534.770041	0.019094	0.143677	0.700000	0.000187	0.019112	0.019073
6320	6.000000	0.309048	5193.552022	0.007461	0.145674	0.300000	0.000180	0.007463	0.007458
6350	8.000000	0.296736	8950.100223	0.006023	0.143189	0.190476	0.000267	0.006026	0.006021
6352	6.000000	0.339558	49.205137	0.022851	0.147033	0.900000	0.000187	0.022874	0.022824
6379	3.000000	0.313356	0.000000	0.008642	0.223652	1.000000	0.000107	0.008649	0.008634
6425	2.000000	0.298929	0.000000	0.005399	0.508416	1.000000	0.000073	0.005401	0.005396
6432	3.000000	0.329163	0.000000	0.016614	0.337617	1.000000	0.000106	0.016633	0.016591
6433	3.000000	0.334384	0.000000	0.017662	0.336804	1.000000	0.000106	0.017682	0.017638
6453	180.000000	0.401078	1835428.985831	0.062505	0.009680	0.013532	0.005778	0.062516	0.062491
6461	112.000000	0.392470	684317.522867	0.056784	0.017286	0.030405	0.003511	0.056803	0.056760
6467	29.000000	0.362268	48878.887037	0.040332	0.054783	0.142857	0.000917	0.040360	0.040300
6469	5.000000	0.342251	1970.613969	0.020570	0.214261	0.600000	0.000161	0.020593	0.020544
6536	1.000000	0.291932	0.000000	0.003301	1.002639	0.000000	0.000049	0.003303	0.003298
6541	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
6553	17.000000	0.368622	157571.686331	0.030370	0.068240	0.169118	0.000523	0.030398	0.030337
6555	3.000000	0.331966	0.000000	0.015762	0.340331	1.000000	0.000105	0.015780	0.015740
6566	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
6597	6.000000	0.339790	743.122991	0.023241	0.162494	0.700000	0.000191	0.023266	0.023212
6607	3.000000	0.295827	0.000000	0.005166	0.224670	1.000000	0.000108	0.005168	0.005163
6633	4.000000	0.337892	0.000000	0.021199	0.299588	1.000000	0.000131	0.021223	0.021170
6650	3.000000	0.330711	0.000000	0.016306	0.337864	1.000000	0.000106	0.016325	0.016283
6652	4.000000	0.338989	129.967605	0.021299	0.256527	0.666667	0.000129	0.021323	0.021269
6716	10.000000	0.346094	13389.745205	0.025801	0.096524	0.555556	0.000283	0.025821	0.025777
6774	11.000000	0.320382	11442.273246	0.006468	0.109038	0.177778	0.000315	0.006469	0.006467
6847	14.000000	0.310948	44478.300487	0.005197	0.082765	0.065934	0.000471	0.005199	0.005196
6922	15.000000	0.321864	48777.299796	0.014769	0.076492	0.076923	0.000558	0.014779	0.014757
6932	3.000000	0.337875	0.000000	0.020541	0.336152	1.000000	0.000106	0.020566	0.020512
6966	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
6989	2.000000	0.311262	0.000000	0.009291	0.503169	1.000000	0.000077	0.009299	0.009281
6993	24.000000	0.360794	53766.376892	0.035292	0.059906	0.122530	0.000797	0.035322	0.035257
6995	5.000000	0.296085	6499.832370	0.005871	0.164122	0.333333	0.000180	0.005873	0.005868
7006	3.000000	0.292605	374.893646	0.003754	0.225944	0.000000	0.000110	0.003756	0.003752
7018	401.000000	0.405272	1455455.990351	0.145881	0.020943	0.009027	0.012909	0.145805	0.145970
7020	3.000000	0.292499	302.844058	0.003829	0.227872	0.000000	0.000116	0.003831	0.003827
7021	5.000000	0.292314	6716.915731	0.004480	0.217357	0.000000	0.000188	0.004482	0.004479
7037	17.000000	0.315126	17376.737737	0.011873	0.078624	0.066667	0.000554	0.011877	0.011868
7047	3.000000	0.327068	0.000000	0.014868	0.223408	1.000000	0.000109	0.014886	0.014846
7055	5.000000	0.295099	468.737127	0.005088	0.170337	0.166667	0.000160	0.005089	0.005086
7062	4.000000	0.292539	6472.000000	0.004319	0.191768	0.333333	0.000160	0.004321	0.004318
7128	3.000000	0.294281	51.999601	0.005192	0.346917	0.666667	0.000104	0.005192	0.005191
7140	3.000000	0.295598	0.000000	0.004855	0.226478	1.000000	0.000105	0.004857	0.004854
7152	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
7157	5.000000	0.327680	3909.939430	0.016000	0.168925	0.500000	0.000164	0.016018	0.015980
7161	3.000000	0.329163	0.000000	0.016614	0.337617	1.000000	0.000106	0.016633	0.016591
7170	43.000000	0.335980	200922.638105	0.020251	0.033164	0.034330	0.001751	0.020261	0.020239
7176	13.000000	0.304640	40480.706499	0.004429	0.098616	0.064103	0.000408	0.004431	0.004427
7182	9.000000	0.354899	179.941764	0.030842	0.142564	0.750000	0.000267	0.030870	0.030810
7192	3.000000	0.292565	1287.988379	0.003996	0.361062	0.000000	0.000108	0.003998	0.003994
7193	3.000000	0.292248	193.763535	0.004047	0.350596	0.000000	0.000107	0.004049	0.004045
7203	4.000000	0.328846	0.000000	0.015855	0.193175	1.000000	0.000133	0.015873	0.015835
7219	2.000000	0.292486	0.000000	0.004248	0.519199	1.000000	0.000076	0.004249	0.004246
7260	14.000000	0.327465	17624.034545	0.015631	0.093983	0.021978	0.000450	0.015648	0.015610
7269	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
7284	5.000000	0.343450	245.160138	0.024480	0.206481	0.900000	0.000162	0.024506	0.024449
7318	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
7323	1.000000	0.291932	0.000000	0.003301	1.002639	0.000000	0.000049	0.003303	0.003298
7346	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
7355	3.000000	0.327068	0.000000	0.014868	0.223408	1.000000	0.000109	0.014886	0.014846
7374	6.000000	0.317148	271.526078	0.013430	0.180803	0.933333	0.000179	0.013434	0.013426
7384	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
7386	1.000000	0.291932	0.000000	0.003301	1.002639	0.000000	0.000049	0.003303	0.003298
7392	2.000000	0.311262	0.000000	0.009291	0.503169	1.000000	0.000077	0.009299	0.009281
7410	3.000000	0.327896	0.000000	0.015379	0.342994	1.000000	0.000107	0.015397	0.015358
7418	2.000000	0.292512	251.858756	0.003434	0.528658	0.000000	0.000083	0.003436	0.003431
7426	2.000000	0.295490	0.000000	0.005364	0.505128	1.000000	0.000077	0.005367	0.005360
7430	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
7473	17.000000	0.323068	33445.100311	0.012892	0.075388	0.158333	0.000517	0.012893	0.012892
7754	5.000000	0.333008	355.197377	0.019065	0.211147	0.700000	0.000161	0.019084	0.019043
7756	3.000000	0.292512	0.000000	0.004317	0.229810	1.000000	0.000108	0.004319	0.004316
7800	2.000000	0.292274	0.000000	0.003984	0.524721	1.000000	0.000079	0.003985	0.003982
7823	3.000000	0.311262	0.000000	0.009493	0.223630	1.000000	0.000107	0.009501	0.009484
7862	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
7923	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
8002	3.000000	0.305676	215.635993	0.004898	0.354506	0.333333	0.000104	0.004900	0.004897
8009	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
8015	7.000000	0.337980	3829.429517	0.021192	0.199280	0.238095	0.000239	0.021216	0.021164
8016	3.000000	0.292248	133.936783	0.004230	0.364443	0.000000	0.000112	0.004231	0.004228
8017	2.000000	0.292222	27.832370	0.003988	0.506835	0.000000	0.000076	0.003990	0.003986
8048	6.000000	0.338016	8822.474453	0.021023	0.143488	0.300000	0.000210	0.021047	0.020994
8070	10.000000	0.364964	11485.852001	0.033546	0.094822	0.555556	0.000317	0.033577	0.033509
8076	2.000000	0.313356	0.000000	0.008458	0.503218	1.000000	0.000077	0.008465	0.008450
8084	3.000000	0.301828	0.000000	0.006551	0.224035	1.000000	0.000107	0.006555	0.006547
8090	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
8091	3.000000	0.291958	56.092501	0.003572	0.235253	0.000000	0.000107	0.003574	0.003570
8092	2.000000	0.295598	0.000000	0.004752	0.509576	1.000000	0.000075	0.004754	0.004750
8097	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
8112	2.000000	0.292222	27.832370	0.003988	0.506835	0.000000	0.000076	0.003990	0.003986
8113	2.000000	0.292222	27.832370	0.003988	0.506835	0.000000	0.000076	0.003990	0.003986
8114	2.000000	0.292222	27.832370	0.003988	0.506835	0.000000	0.000076	0.003990	0.003986
8118	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
8120	5.000000	0.337910	2227.394382	0.021016	0.171201	0.500000	0.000169	0.021040	0.020988
8132	3.000000	0.292037	89.491646	0.003812	0.232314	0.000000	0.000110	0.003813	0.003810
8137	7.000000	0.356993	2938.987626	0.029965	0.148306	0.714286	0.000214	0.029995	0.029929
8146	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
8161	4.000000	0.327730	0.000000	0.014763	0.189330	1.000000	0.000133	0.014775	0.014748
8563	8.000000	0.327366	29347.107625	0.014904	0.117354	0.047619	0.000328	0.014922	0.014883
8750	5.000000	0.328862	14817.230567	0.014908	0.185396	0.333333	0.000163	0.014927	0.014887
8918	53.000000	0.342813	205315.764405	0.018745	0.026255	0.015837	0.001627	0.018762	0.018725
8938	20.000000	0.308077	38170.288928	0.005138	0.062907	0.035088	0.000596	0.005140	0.005136
8955	5.000000	0.293254	13117.184755	0.003826	0.221393	0.000000	0.000222	0.003828	0.003825
8959	3.000000	0.292142	2814.874158	0.003324	0.384724	0.000000	0.000118	0.003327	0.003322
9156	3.000000	0.301098	48.122363	0.005920	0.342377	0.666667	0.000103	0.005921	0.005918
9320	2.000000	0.293440	1201.505030	0.003586	0.505499	0.000000	0.000085	0.003588	0.003584
10257	3.000000	0.292116	0.000000	0.003631	0.242046	1.000000	0.000108	0.003633	0.003629
10266	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
10273	2.000000	0.292235	125.281407	0.003563	0.523424	0.000000	0.000078	0.003565	0.003561
10302	2.000000	0.311262	0.000000	0.009291	0.503169	1.000000	0.000077	0.009299	0.009281
10317	5.000000	0.346725	8383.509564	0.022851	0.207830	0.600000	0.000168	0.022876	0.022821
10355	3.000000	0.295490	0.000000	0.005481	0.224501	1.000000	0.000108	0.005483	0.005477
10361	3.000000	0.341511	0.000000	0.019708	0.336187	1.000000	0.000106	0.019731	0.019681
10377	2.000000	0.292274	0.000000	0.003984	0.524721	1.000000	0.000079	0.003985	0.003982
10406	3.000000	0.292777	0.000000	0.004219	0.227745	1.000000	0.000109	0.004221	0.004217
10437	4.000000	0.327946	5084.202699	0.014917	0.191913	0.333333	0.000141	0.014935	0.014896
10487	9.000000	0.346502	6317.804275	0.026631	0.124917	0.571429	0.000271	0.026655	0.026602
10506	4.000000	0.328796	128.947654	0.016123	0.332375	0.666667	0.000141	0.016141	0.016102
10536	3.000000	0.329163	0.000000	0.016614	0.337617	1.000000	0.000106	0.016633	0.016591
10558	2.000000	0.294965	568.114344	0.004372	0.502148	0.000000	0.000078	0.004374	0.004370
10559	3.000000	0.341511	0.000000	0.019708	0.336187	1.000000	0.000106	0.019731	0.019681
10581	1.000000	0.291932	0.000000	0.003301	1.002639	0.000000	0.000049	0.003303	0.003298
10615	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
10616	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
10657	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
10663	3.000000	0.328929	0.000000	0.015885	0.339367	1.000000	0.000105	0.015903	0.015864
10700	2.000000	0.292261	0.000000	0.004161	0.527958	1.000000	0.000076	0.004162	0.004159
10719	3.000000	0.292261	4602.227374	0.003991	0.348717	0.000000	0.000112	0.003992	0.003988
10725	1.000000	0.291932	0.000000	0.003301	1.002639	0.000000	0.000049	0.003303	0.003298
10750	2.000000	0.292327	0.000000	0.004214	0.522990	1.000000	0.000077	0.004216	0.004213
10794	5.000000	0.342922	0.000000	0.024348	0.217149	1.000000	0.000160	0.024374	0.024318
10809	3.000000	0.334384	0.000000	0.017662	0.336804	1.000000	0.000106	0.017682	0.017638
10827	6.000000	0.339808	6472.000000	0.023107	0.140680	0.600000	0.000208	0.023132	0.023078
10839	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
10910	39.000000	0.355562	91927.170138	0.034264	0.045737	0.048364	0.001330	0.034290	0.034233
10911	25.000000	0.354413	37900.311724	0.032652	0.066524	0.090580	0.000786	0.032680	0.032620
10912	21.000000	0.354180	37682.416855	0.031142	0.074496	0.089474	0.000707	0.031171	0.031107
10913	10.000000	0.350688	17078.332011	0.026669	0.106784	0.194444	0.000346	0.026697	0.026635
10928	5.000000	0.339754	568.114344	0.022084	0.162363	0.833333	0.000162	0.022108	0.022055
10934	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
10946	2.000000	0.295827	0.000000	0.005056	0.505507	1.000000	0.000077	0.005058	0.005053
11015	2.000000	0.301828	0.000000	0.006412	0.504079	1.000000	0.000077	0.006416	0.006407
11027	2.000000	0.327068	0.000000	0.014551	0.502668	1.000000	0.000078	0.014569	0.014529
11039	5.000000	0.300622	835.970075	0.005740	0.178083	0.500000	0.000158	0.005742	0.005738
11086	1.000000	0.291932	0.000000	0.003301	1.002639	0.000000	0.000049	0.003303	0.003298
11104	5.000000	0.339772	0.000000	0.023097	0.162579	1.000000	0.000161	0.023122	0.023067
11145	2.000000	0.292222	27.832370	0.003988	0.506835	0.000000	0.000076	0.003990	0.003986
11146	3.000000	0.292248	219.828378	0.004058	0.350596	0.000000	0.000108	0.004059	0.004055
11147	4.000000	0.296057	27.832370	0.005868	0.193940	0.666667	0.000132	0.005870	0.005865
11148	2.000000	0.292222	27.832370	0.003988	0.506835	0.000000	0.000076	0.003990	0.003986
11188	2.000000	0.294134	0.000000	0.004626	0.507856	1.000000	0.000077	0.004628	0.004623
